Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
794,1-Story 1946 & Newer All Styles,Residential Low Density,9158,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Single-family Detached,One story,8,5,2007,2007,Gable,Standard (Composite) Shingle,Cement Board,Cement Board,Stone,140.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure,Unfinished/No Basement,0,Unfinished/No Basement,0,1496,1496,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1496,0,0,1496,0,0,2,0,3,1,Good,7,Typical Functionality,0,Attached to home,2007.0,Finished,474,Typical/Average,Typical/Average,Paved,168,130,0,0,0,0,0,6,2007,Home just constructed and sold,Home wasn't completed,225000
795,2-Story 1946 & Newer,Residential Low Density,10832,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two story,7,5,1994,1996,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,712,712,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1086,809,0,1895,0,0,2,1,3,1,Good,7,Typical Functionality,1,Attached to home,1994.0,Finished,409,Typical/Average,Typical/Average,Paved,143,46,0,0,0,0,500,10,2008,Warranty Deed - Conventional,Normal Sale,194500
796,2-Story 1946 & Newer,Residential Low Density,8400,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer West,Normal,Normal,Single-family Detached,Two story,6,6,1980,1981,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,130.0,Average/Typical,Average/Typical,Cinder Block,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,650,650,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,888,676,0,1564,0,0,2,1,3,1,Typical/Average,7,Typical Functionality,1,Attached to home,1980.0,Unfinished/No Garage,476,Typical/Average,Typical/Average,Paved,0,50,0,0,204,0,0,4,2010,Warranty Deed - Conventional,Normal Sale,171000
797,1-Story 1946 & Newer All Styles,Residential Low Density,8197,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Sawyer,Normal,Normal,Single-family Detached,One story,6,5,1977,1977,Gable,Standard (Composite) Shingle,Plywood,Plywood,Brick Face,148.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,660,660,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1285,0,0,1285,0,0,1,1,3,1,Typical/Average,7,Typical Functionality,1,Attached to home,1977.0,Rough Finished,528,Typical/Average,Typical/Average,Paved,138,0,0,0,0,0,0,4,2007,Warranty Deed - Conventional,Normal Sale,143500
798,1-Story 1946 & Newer All Styles,Residential Low Density,7677,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,5,5,1953,1953,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,570,Unfinished/No Basement,0,203,773,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,773,0,0,773,0,0,1,0,2,1,Typical/Average,4,Typical Functionality,0,Attached to home,1953.0,Unfinished/No Garage,240,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,4,2008,Warranty Deed - Conventional,Abnormal Sale,110000
799,2-Story 1946 & Newer,Residential Low Density,13518,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,Two story,9,5,2008,2009,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,860.0,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1926,1926,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1966,1174,0,3140,0,0,3,1,4,1,Excellent,11,Typical Functionality,2,Built-In/No Garage,2009.0,Finished,820,Typical/Average,Typical/Average,Paved,144,78,0,0,0,0,0,7,2009,Home just constructed and sold,Home wasn't completed,485000
800,1-1/2 Story Finished All Ages,Residential Low Density,7200,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,South & West of Iowa State University,Adjacent to feeder street,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,7,1937,1950,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,Brick Face,252.0,Average/Typical,Average/Typical,Brick & Tile,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,569,Unfinished/No Basement,0,162,731,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,981,787,0,1768,1,0,1,1,3,1,Good,7,Typical Functionality,2,Detached from home,1939.0,Unfinished/No Garage,240,Typical/Average,Typical/Average,Paved,0,0,264,0,0,0,0,6,2007,Warranty Deed - Conventional,Normal Sale,175000
801,2-Story 1946 & Newer,Residential Low Density,12798,Paved,Slightly irregular,Hillside - Significant slope from side to side,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Clear Creek,Adjacent to feeder street,Normal,Single-family Detached,Two story,6,5,1997,1997,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,462,Unfinished/No Basement,0,154,616,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,616,1072,0,1688,1,0,2,1,4,1,Good,8,Typical Functionality,0,Attached to home,1997.0,Rough Finished,603,Typical/Average,Typical/Average,Paved,403,114,185,0,0,0,400,5,2008,Warranty Deed - Conventional,Normal Sale,200000
802,1-Story 1945 & Older,Residential Medium Density,4800,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Iowa DOT and Rail Road,Normal,Normal,Single-family Detached,One story,4,7,1916,1990,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Low Quality,197,Unfinished/No Basement,0,999,1196,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP and all Romex wiring (Average),1196,0,0,1196,1,0,1,0,2,1,Typical/Average,5,Typical Functionality,0,Detached from home,1957.0,Unfinished/No Garage,440,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,7,2007,Warranty Deed - Conventional,Normal Sale,109900
803,2-Story 1946 & Newer,Residential Low Density,8199,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two story,7,5,2005,2005,Gable,Standard (Composite) Shingle,Wood Shingles,Wood Shingles,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,648,Unfinished/No Basement,0,80,728,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,728,728,0,1456,1,0,2,1,3,1,Good,7,Typical Functionality,1,Attached to home,2005.0,Finished,410,Typical/Average,Typical/Average,Paved,36,18,0,0,0,0,0,10,2008,Warranty Deed - Conventional,Normal Sale,189000
804,2-Story 1946 & Newer,Residential Low Density,13891,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Single-family Detached,Two story,9,5,2008,2009,Hip,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,424.0,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Good Exposure,Unfinished/No Basement,0,Unfinished/No Basement,0,1734,1734,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1734,1088,0,2822,0,0,3,1,4,1,Excellent,12,Typical Functionality,1,Built-In/No Garage,2009.0,Rough Finished,1020,Typical/Average,Typical/Average,Paved,52,170,0,0,192,0,0,1,2009,Home just constructed and sold,Home wasn't completed,582933
805,1-Story 1946 & Newer All Styles,Residential Low Density,9000,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,5,5,1954,1954,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Low Quality,812,Unfinished/No Basement,0,124,936,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1128,0,0,1128,0,0,1,0,2,1,Typical/Average,5,Minor Deductions 1,0,Attached to home,1954.0,Unfinished/No Garage,286,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,6,2006,Warranty Deed - Conventional,Sale between family members,118000
806,1-Story 1946 & Newer All Styles,Residential Low Density,12274,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Frontage on 2 sides of property,Gentle slope,Somerset,Normal,Normal,Single-family Detached,One story,7,5,2008,2008,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,256.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1417,1417,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1428,0,0,1428,0,0,2,0,3,1,Excellent,6,Typical Functionality,0,Attached to home,2008.0,Rough Finished,554,Typical/Average,Typical/Average,Paved,0,60,0,0,0,0,0,7,2008,Home just constructed and sold,Home wasn't completed,227680
807,Split or Multi-Level,Residential Low Density,9750,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,Split Level,5,5,1967,1967,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Average Living Quarters,400,Average Rec Room,480,100,980,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,980,0,0,980,0,0,2,0,3,1,Typical/Average,6,Typical Functionality,0,Attached to home,1967.0,Finished,384,Typical/Average,Typical/Average,Paved,68,0,0,0,0,0,0,10,2006,Warranty Deed - Conventional,Normal Sale,135500
808,2-Story 1945 & Older,Residential Low Density,21384,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Brookside,Normal,Normal,Single-family Detached,Two story,5,6,1923,2004,Gable,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,1309,Unfinished/No Basement,0,15,1324,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1072,504,0,1576,2,0,1,1,3,1,Good,6,Typical Functionality,1,Attached to home,1923.0,Rough Finished,528,Typical/Average,Typical/Average,Paved,0,312,0,0,0,0,0,5,2009,Warranty Deed - Conventional,Normal Sale,223500
809,Split or Multi-Level,Residential Low Density,13400,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,Split Level,5,5,1966,1966,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,1047.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Average Living Quarters,516,Below Average Living Quarters,128,380,1024,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,1086,0,0,1086,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,1,Attached to home,1966.0,Rough Finished,484,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,6,2006,Warranty Deed - Conventional,Normal Sale,159950
810,2-1/2 Story All Ages,Residential Medium Density,8100,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Old Town,Normal,Normal,Single-family Detached,Two and one-half story: 2nd level unfinished,5,5,1898,1965,Hip,Standard (Composite) Shingle,Asbestos Shingles,Asbestos Shingles,None,0.0,Average/Typical,Average/Typical,Poured Contrete,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,849,849,Gas forced warm air furnace,Average/Typical,No,Fuse Box over 60 AMP and all Romex wiring (Average),1075,1063,0,2138,0,0,2,0,2,3,Typical/Average,11,Typical Functionality,0,Detached from home,1910.0,Unfinished/No Garage,360,Fair/No Garage,Poor,Dirt/Gravel,40,156,0,0,0,0,0,11,2009,Warranty Deed - Conventional,Normal Sale,106000
811,1-Story 1946 & Newer All Styles,Residential Low Density,10140,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northwest Ames,Normal,Normal,Single-family Detached,One story,6,6,1974,1999,Hip,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,99.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Living Quarters,663,Low Quality,377,0,1040,Gas forced warm air furnace,Fair,Yes,Standard Circuit Breakers & Romex,1309,0,0,1309,1,0,1,1,3,1,Good,5,Typical Functionality,1,Attached to home,1974.0,Rough Finished,484,Typical/Average,Typical/Average,Paved,265,0,0,0,0,648,0,1,2006,Warranty Deed - Conventional,Normal Sale,181000
812,1-Story PUD (Planned Unit Development) - 1946 & Newer,Residential Medium Density,4438,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,College Creek,Normal,Normal,Townhouse End Unit,One story,6,5,2004,2004,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,169.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Good Living Quarters,662,Unfinished/No Basement,0,186,848,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,848,0,0,848,1,0,1,0,1,1,Good,4,Typical Functionality,1,Attached to home,2004.0,Finished,420,Typical/Average,Typical/Average,Paved,140,0,0,0,0,0,0,6,2008,Contract Low Down,Normal Sale,144500
813,1-Story 1946 & Newer All Styles,Commercial,8712,Gravel,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Iowa DOT and Rail Road,Normal,Normal,Single-family Detached,One story,5,5,1952,1952,Hip,Standard (Composite) Shingle,Wood Siding,Wood Siding,None,0.0,Fair,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Unfinished/No Basement,0,Unfinished/No Basement,0,540,540,Gas forced warm air furnace,Average/Typical,No,Fuse Box over 60 AMP and all Romex wiring (Average),1044,0,0,1044,0,0,1,0,2,1,Fair,4,Typical Functionality,0,Basement Garage,1952.0,Unfinished/No Garage,504,Typical/Average,Typical/Average,Dirt/Gravel,0,0,0,0,0,0,54,6,2010,Warranty Deed - Conventional,Allocation - two linked properties with separate deeds,55993
814,1-Story 1946 & Newer All Styles,Residential Low Density,9750,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,6,6,1958,1958,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,Brick Face,243.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Average Rec Room,608,Unfinished/No Basement,0,834,1442,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1442,0,0,1442,0,0,1,1,4,1,Typical/Average,7,Typical Functionality,0,Attached to home,1958.0,Rough Finished,301,Typical/Average,Typical/Average,Paved,0,0,275,0,0,0,500,4,2007,Court Officer Deed/Estate,Normal Sale,157900
815,1-1/2 Story Finished All Ages,Residential Low Density,8248,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Edwards,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,5,7,1918,1950,Gable,Standard (Composite) Shingle,Stucco,Stucco,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,686,686,Gas hot water or steam heat,Good,Yes,Standard Circuit Breakers & Romex,686,564,0,1250,0,1,1,1,3,1,Fair,7,Typical Functionality,0,Detached from home,1955.0,Unfinished/No Garage,280,Typical/Average,Typical/Average,Partial Pavement,207,0,96,0,0,0,0,7,2006,Warranty Deed - Conventional,Normal Sale,116000
816,1-Story 1946 & Newer All Styles,Residential Low Density,12137,Paved,Moderately Irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,Normal,Normal,Single-family Detached,One story,7,5,1998,1998,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Brick Face,442.0,Average/Typical,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1649,1649,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1661,0,0,1661,0,0,2,0,3,1,Good,6,Typical Functionality,0,Attached to home,1998.0,Rough Finished,598,Typical/Average,Typical/Average,Paved,0,34,0,0,0,0,0,5,2010,Warranty Deed - Conventional,Normal Sale,224900
817,1-Story 1946 & Newer All Styles,Residential Low Density,11425,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,North Ames,Normal,Normal,Single-family Detached,One story,5,6,1954,1954,Gable,Standard (Composite) Shingle,Brick Face,Brick Face,None,0.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Below Average Living Quarters,486,Unfinished/No Basement,0,522,1008,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1008,0,0,1008,0,0,1,0,2,1,Typical/Average,4,Typical Functionality,1,Attached to home,1954.0,Rough Finished,275,Typical/Average,Typical/Average,Paved,0,0,120,0,0,0,0,7,2006,Warranty Deed - Conventional,Normal Sale,137000
818,1-Story 1946 & Newer All Styles,Residential Low Density,13265,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,Mitchell,Normal,Normal,Single-family Detached,One story,8,5,2002,2002,Hip,Standard (Composite) Shingle,Cement Board,Cement Board,Brick Face,148.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Good Living Quarters,1218,Unfinished/No Basement,0,350,1568,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1689,0,0,1689,1,0,2,0,3,1,Good,7,Typical Functionality,2,Attached to home,2002.0,Rough Finished,857,Typical/Average,Typical/Average,Paved,150,59,0,0,0,0,0,7,2008,Warranty Deed - Conventional,Normal Sale,271000
819,Split or Multi-Level,Residential Low Density,8816,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Clear Creek,Normal,Normal,Single-family Detached,Split Level,6,7,1971,1971,Gable,Standard (Composite) Shingle,Hard Board,Hard Board,Brick Face,80.0,Average/Typical,Average/Typical,Cinder Block,Typical (80-89 inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,504,Unfinished/No Basement,0,506,1010,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1052,0,0,1052,1,0,1,0,3,1,Typical/Average,6,Typical Functionality,0,Attached to home,1971.0,Unfinished/No Garage,440,Typical/Average,Typical/Average,Paved,0,0,0,0,0,0,0,6,2010,Warranty Deed - Conventional,Normal Sale,155000
820,1-Story PUD (Planned Unit Development) - 1946 & Newer,Residential Low Density,6371,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One story,7,5,2009,2010,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,Stone,128.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Mimimum Exposure,Good Living Quarters,733,Unfinished/No Basement,0,625,1358,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1358,0,0,1358,1,0,2,0,2,1,Good,6,Typical Functionality,1,Attached to home,2010.0,Rough Finished,484,Typical/Average,Typical/Average,Paved,192,35,0,0,0,0,0,6,2010,Home just constructed and sold,Home wasn't completed,224000
821,2-Story 1946 & Newer,Residential Low Density,7226,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Cul-de-sac,Gentle slope,College Creek,Normal,Normal,Single-family Detached,Two story,7,5,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,798,798,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,798,842,0,1640,0,0,2,1,3,1,Good,6,Typical Functionality,0,Attached to home,2003.0,Rough Finished,595,Typical/Average,Typical/Average,Paved,0,45,0,0,0,0,0,6,2008,Warranty Deed - Conventional,Normal Sale,183000
822,1-Story 1946 & Newer All Styles,Residential Medium Density,6000,Paved,Regular,Banked - Quick and significant rise from street grade to building,"All public Utilities (E,G,W,& S)",Inside lot,Moderate Slope,Old Town,Normal,Normal,Two-family Conversion; originally built as one-family dwelling,One story,4,4,1953,1953,Gable,Standard (Composite) Shingle,Metal Siding,Metal Siding,None,0.0,Fair,Average/Typical,Cinder Block,Fair (70-79 inches)/No Basement,Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,936,936,Gas forced warm air furnace,Average/Typical,No,Standard Circuit Breakers & Romex,936,0,0,936,0,0,1,0,2,1,Typical/Average,4,Minor Deductions 2,0,Detached from home,1974.0,Unfinished/No Garage,576,Typical/Average,Typical/Average,Paved,0,32,112,0,0,0,0,2,2009,Warranty Deed - Conventional,Normal Sale,93000
823,2-Story 1946 & Newer,Residential Low Density,12394,Paved,Slightly irregular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Corner lot,Gentle slope,Gilbert,Normal,Normal,Single-family Detached,Two story,7,5,2003,2003,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Typical - slight dampness allowed,Good Exposure,Unfinished/No Basement,0,Unfinished/No Basement,0,847,847,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,847,886,0,1733,0,0,2,1,3,1,Good,7,Typical Functionality,1,Built-In/No Garage,2003.0,Finished,433,Typical/Average,Typical/Average,Paved,100,48,0,0,0,0,0,10,2007,Warranty Deed - Conventional,Sale between family members,225000
824,1-1/2 Story Finished All Ages,Residential Low Density,9900,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,South & West of Iowa State University,Normal,Normal,Single-family Detached,One and one-half story: 2nd level finished,6,7,1940,1950,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Average/Typical,Average/Typical,Brick & Tile,Typical (80-89 inches),Typical - slight dampness allowed,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,778,778,Gas forced warm air furnace,Average/Typical,Yes,Standard Circuit Breakers & Romex,944,545,0,1489,0,0,2,0,3,1,Typical/Average,7,Typical Functionality,1,Detached from home,1940.0,Unfinished/No Garage,240,Typical/Average,Typical/Average,Paved,335,0,0,0,0,0,0,7,2009,Warranty Deed - Conventional,Normal Sale,139500
825,1-Story 1946 & Newer All Styles,Floating Village Residential,11216,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Somerset,Normal,Normal,Single-family Detached,One story,8,5,2006,2006,Gable,Standard (Composite) Shingle,Vinyl Siding,Vinyl Siding,None,0.0,Good,Average/Typical,Poured Contrete,Good (90-99 inches),Good,No Exposure/No Basement,Unfinished/No Basement,0,Unfinished/No Basement,0,1489,1489,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1489,0,0,1489,0,0,2,0,3,1,Good,7,Typical Functionality,1,Attached to home,2006.0,Rough Finished,776,Typical/Average,Typical/Average,Paved,0,140,0,0,0,0,0,6,2006,Home just constructed and sold,Home wasn't completed,232600
826,1-Story 1946 & Newer All Styles,Residential Low Density,14803,Paved,Regular,Near Flat/Level,"All public Utilities (E,G,W,& S)",Inside lot,Gentle slope,Northridge Heights,"Near positive off-site feature--park, greenbelt, etc.","Near positive off-site feature--park, greenbelt, etc.",Single-family Detached,One story,10,5,2007,2008,Hip,Standard (Composite) Shingle,Cement Board,Cement Board,Brick Face,816.0,Excellent,Average/Typical,Poured Contrete,Excellent (100+ inches),Typical - slight dampness allowed,Average Exposure,Good Living Quarters,1636,Unfinished/No Basement,0,442,2078,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,2084,0,0,2084,1,0,2,0,2,1,Excellent,7,Typical Functionality,1,Attached to home,2007.0,Finished,1220,Typical/Average,Typical/Average,Paved,188,45,0,0,0,0,0,6,2008,Home just constructed and sold,Home wasn't completed,385000
